name,amenity,historic,tourism,leisure,addr:street,latitude,longitude
,waste_basket,,,,,48.6760826,6.1772029
Pharmacie Lafayette du Marché,pharmacy,,,,,48.6891101,6.1838334
Octavius Burger,fast_food,,,,,48.693166,6.1823421
Racine,restaurant,,,,,48.6930959,6.182087
Grand Café Foy,cafe,,,,,48.6930707,6.1827061
À la Table du Bon Roi Stanislas,restaurant,,,,,48.6937541,6.1809632
Les Arcades,bar,,,,,48.6964163,6.1794594
Opéra Café,cafe,,,,,48.6944549,6.1832195
Glaces Lorraines,ice_cream,,,,,48.6940344,6.1832872
Suzette & Gino,restaurant,,,,,48.6941488,6.1829908
Sushi Shop,fast_food,,,,,48.6926317,6.1809718
La Puce à l'Oreille,restaurant,,,,,48.6929684,6.1816664
Le Phénix,pub,,,,,48.6929423,6.1815811
Les Berthom,pub,,,,,48.6931466,6.182253
Champêtre,restaurant,,,,,48.6931141,6.1821461
Café du Commerce,cafe,,,,,48.6932025,6.1826235
Pharmacie Gambetta,pharmacy,,,,,48.692631,6.181972
Honey,restaurant,,,,,48.6907644,6.1800554
LCL,atm,,,,,48.6940661,6.1833911
Les Portes d'Or,,,hotel,,,48.6929204,6.1815084
Transparence,restaurant,,,,,48.6930075,6.1812186
Le Café des Arts,restaurant,,,,,48.6937784,6.1824583
,compressed_air,,,,,48.6813857,6.1787961
,charging_station,,,,,48.6900204,6.1751624
,charging_station,,,,,48.6921462,6.1849414
,charging_station,,,,,48.6821437,6.1979408
Barami,bar,,,,,48.6984479,6.1782253
,waste_basket,,,,,48.6739846,6.1744866
,waste_basket,,,,,48.6743801,6.1742504
,bench,,,,,48.6743808,6.1741233
,vending_machine,,,,,48.689126,6.1866557
Enterprise Rent-a-Car,car_rental,,,,,48.6906012,6.1750167
SIXT,car_rental,,,,,48.6911842,6.1750774
,waste_basket,,,,,48.6717284,6.1746027
,recycling,,,,,48.6719068,6.1734605
,bench,,,,,48.6719167,6.1739749
,waste_basket,,,,,48.6749152,6.1722924
,parking_entrance,,,,,48.6921469,6.1851816
Notre-Dame-des-Douleurs,,wayside_shrine,,,,48.6732481,6.1750574
"La Fabrique, scène municipale - Nancy",theatre,,,,,48.7021441,6.1871642
,bicycle_parking,,,,,48.6843905,6.1593102
Kebab Cinq Étoiles,fast_food,,,,,48.6840033,6.1717037
,waste_basket,,,,,48.6832517,6.1661825
Adagio Aparthotel,,,hotel,,,48.6936616,6.1911019
,waste_basket,,,,,48.6825615,6.1623537
,bench,,,,,48.6826877,6.1618827
,waste_basket,,,,,48.6831789,6.161854
,vending_machine,,,,,48.6855903,6.1620133
,bench,,,,,48.6860211,6.1620534
,clock,,,,,48.6859443,6.1670573
,waste_basket,,,,,48.6874864,6.1706734
,bicycle_parking,,,,,48.6988541,6.2009215
,toilets,,,,,48.6949576,6.1912422
,vending_machine,,,,,48.6949938,6.190579
,bicycle_parking,,,,,48.6953243,6.1953617
,bench,,,,,48.696352,6.1931945
,bicycle_parking,,,,,48.6964507,6.1926989
,bench,,,,,48.696737,6.1927398
,bicycle_parking,,,,,48.6841121,6.1588365
,bicycle_parking,,,,,48.6841781,6.1589683
Trois Petits Points,bar,,,,,48.693451,6.1894564
,,memorial,artwork,,,48.6941018,6.1981037
,bench,,,,,48.6941066,6.1980463
,bench,,,,,48.6941367,6.1981063
,bench,,,,,48.6791735,6.1742811
,piano,,,,,48.6898697,6.1743866
EV,restaurant,,,,,48.6777215,6.1685207
Top Food,fast_food,,,,,48.6933748,6.1914216
Kes Original Döner,fast_food,,,,,48.6934387,6.1915474
Koboon,restaurant,,,,,48.6932792,6.1912234
Bar La Cigale,bar,,,,,48.6839185,6.1889562
,dentist,,,,,48.6853187,6.186914
Central Kebab,fast_food,,,,,48.6838903,6.1890038
Pharmacie Saint-Pierre,pharmacy,,,,,48.6833721,6.1904589
,doctors,,,,,48.6852532,6.187068
,waste_basket,,,,,48.6789474,6.1713909
,bench,,,,,48.6789989,6.1708463
,waste_basket,,,,,48.6790094,6.1708813
,waste_basket,,,,,48.6790109,6.1706522
,waste_basket,,,,,48.6790217,6.1713306
,bench,,,,,48.6790387,6.1712828
,waste_basket,,,,,48.6791264,6.1716271
,bench,,,,,48.6791344,6.1711799
,waste_basket,,,,,48.6791484,6.1702393
,bench,,,,,48.6795587,6.1702563
,bench,,,,,48.6797602,6.1708566
,waste_basket,,,,,48.6798296,6.1722277
,bench,,,,,48.6798341,6.1702425
,bench,,,,,48.6798755,6.1712595
,waste_basket,,,,,48.6801854,6.1695734
,bench,,,,,48.6803188,6.1697646
,waste_basket,,,,,48.6803553,6.1694458
,waste_basket,,,,,48.6794562,6.1757698
,waste_basket,,,,,48.6794297,6.1719804
,bench,,,,,48.6798132,6.1711226
,bench,,,,,48.6799803,6.1715884
,waste_basket,,,,,48.6800713,6.1714015
,bench,,,,,48.6800894,6.1713795
,bench,,,,,48.6801908,6.1715917
,bench,,,,,48.6802835,6.1713095
,bench,,,,,48.6803084,6.1712155
,waste_basket,,,,,48.6803256,6.1712002
,bench,,,,,48.6803513,6.1718791
,bench,,,,,48.6803745,6.171871
,toilets,,,,,48.6804129,6.1707169
,waste_basket,,,,,48.6805022,6.1709132
,bench,,,,,48.6804886,6.1710766
,bench,,,,,48.6805171,6.1716456
,bench,,,,,48.6805525,6.1704616
,waste_basket,,,,,48.680554,6.1719416
,bench,,,,,48.68056,6.1717991
,bench,,,,,48.6805608,6.1709054
,bench,,,,,48.6805823,6.1717913
,bench,,,,,48.6806044,6.1711378
,bench,,,,,48.6806408,6.1708271
,waste_basket,,,,,48.6806464,6.1708469
,bench,,,,,48.6806742,6.1712198
Victor Lemoine,,memorial,,,,48.6807003,6.1710886
,bench,,,,,48.6807142,6.1707311
,waste_basket,,,,,48.680762,6.1712282
,waste_basket,,,,,48.6808654,6.1710395
,bench,,,,,48.6809154,6.1712548
,bench,,,,,48.6809238,6.1709707
,bench,,,,,48.6809827,6.1702919
,waste_basket,,,,,48.6793737,6.170333
,bench,,,,,48.6793891,6.1703158
Crédit Agricole,bank,,,,,48.6846511,6.1873774
Le clou,bar,,,,,48.6845464,6.1877866
,waste_basket,,,,,48.6846594,6.18767
,waste_basket,,,,,48.6848098,6.1874777
3 Cageots,restaurant,,,,,48.6888622,6.1826448
,bench,,,,,48.680908,6.1707474
,bench,,,,,48.6810175,6.1699657
,waste_basket,,,,,48.6810209,6.169579
,bench,,,,,48.681044,6.1697214
,waste_basket,,,,,48.6810628,6.1699475
,bench,,,,,48.6811099,6.170005
,bench,,,,,48.681199,6.1698236
Tacos One,fast_food,,,,,48.6840394,6.1857605
,bench,,,,,48.680859,6.1708346
,bench,,,,,48.6811544,6.1696087
,vending_machine,,,,,48.6927215,6.1839408
Résidence autonomie Robert Chevardé,social_facility,,,,,48.6980503,6.1931598
,bench,,,,,48.6723718,6.1692001
,bench,,,,,48.6724228,6.1693599
,bicycle_parking,,,,,48.6724888,6.1698832
La Souris Verte,kindergarten,,,,,48.68165,6.1931993
Les P'tits Malins,kindergarten,,,,,48.6986156,6.1761586
Établissement Petite Enfance Osiris,kindergarten,,,,,48.6888658,6.1795752
M.Houmous,restaurant,,,,Rue Saint-Dizier,48.6864568,6.1857992
,waste_basket,,,,,48.6713422,6.1716412
,waste_basket,,,,,48.672397,6.1726134
,waste_basket,,,,,48.6690133,6.1689007
,waste_basket,,,,,48.6701638,6.1674368
,waste_basket,,,,,48.6705914,6.1673655
,waste_basket,,,,,48.6714365,6.1664498
,waste_basket,,,,,48.6716097,6.1665604
,waste_basket,,,,,48.6774145,6.1705635
,waste_basket,,,,,48.6776529,6.1703381
,waste_basket,,,,,48.6827335,6.1692378
,vending_machine,,,,,48.6828749,6.1701218
,bicycle_parking,,,,,48.682885,6.170167
,waste_basket,,,,,48.6829033,6.1702725
,bench,,,,,48.682906,6.1704923
,bench,,,,,48.6829127,6.1714159
,bicycle_parking,,,,,48.68293,6.1704577
,vending_machine,,,,,48.6830828,6.1714421
,waste_basket,,,,,48.6820029,6.1651704
Brasserie Restaurant du Parc Sainte-Marie,restaurant,,,,,48.6803748,6.1720244
,bench,,,,,48.6797629,6.1699163
,bench,,,,,48.6802036,6.1719104
,waste_basket,,,,,48.6813968,6.1714956
,waste_basket,,,,,48.681482,6.1689185
,bench,,,,,48.6819509,6.1632818
,bench,,,,,48.6849466,6.1645525
,waste_basket,,,,,48.6873332,6.1627548
,waste_basket,,,,,48.6873487,6.1631822
,waste_basket,,,,,48.6877173,6.1629183
,bench,,,,,48.6877395,6.16298
,bench,,,,,48.6878382,6.1631477
,bench,,,,,48.687856,6.163137
,waste_basket,,,,,48.6878718,6.1631276
,waste_basket,,,,,48.6878796,6.163696
,bench,,,,,48.6878884,6.1637237
,bench,,,,,48.6879077,6.1637813
,waste_basket,,,,,48.6879231,6.1635389
,bench,,,,,48.6879278,6.1638417
,waste_basket,,,,,48.688064,6.1635433
,drinking_water,,,,,48.6881118,6.1636855
,waste_basket,,,,,48.68817,6.1640063
,bench,,,,,48.6881746,6.1641632
,waste_basket,,,,,48.6882091,6.1642854
,bench,,,,,48.6882324,6.1643641
,bench,,,,,48.6882886,6.164242
,bench,,,,,48.6882974,6.1643446
,waste_basket,,,,,48.6883019,6.1644147
,bench,,,,,48.6883044,6.1646148
,bench,,,,,48.6883337,6.1642574
,waste_basket,,,,,48.6883925,6.1648204
,bench,,,,,48.6884032,6.164552
,bench,,,,,48.6884214,6.1648304
,waste_basket,,,,,48.6884278,6.1645314
,bench,,,,,48.6884477,6.1648271
,waste_basket,,,,,48.6884657,6.1645723
,bench,,,,,48.6884772,6.164589
Colonel Driant,,memorial,,,,48.6919918,6.1874249
,,memorial,,,,48.6954402,6.1823822
Général de Gaulle,,memorial,,,,48.6965549,6.1805033
,vending_machine,,,,,48.6869195,6.1684456
Mathieu de Dombasle,,memorial,,,,48.6917309,6.1782642
,vending_machine,,,,,48.6805625,6.1754023
,waste_basket,,,,,48.6810702,6.1752159
,vending_machine,,,,,48.6814775,6.17615
,vending_machine,,,,,48.6826526,6.1761597
,vending_machine,,,,,48.6828386,6.1748065
,bench,,,,,48.6738067,6.1787306
,bench,,,,,48.6744726,6.1799733
Arteteca,restaurant,,,,,48.6868082,6.1710531
,recycling,,,,,48.6856085,6.1718508
,vending_machine,,,,,48.6850032,6.1708638
,vending_machine,,,,,48.6856701,6.1723322
,waste_basket,,,,,48.6857227,6.171611
,vending_machine,,,,,48.6857944,6.1717814
,waste_basket,,,,,48.6864239,6.1713502
,vending_machine,,,,,48.687174,6.1708802
,waste_basket,,,,,48.6862102,6.1700477
,vending_machine,,,,,48.686253,6.1700234
,waste_basket,,,,,48.6863463,6.1700307
,vending_machine,,,,,48.6863487,6.1700293
,vending_machine,,,,,48.6855557,6.1670287
,bench,,,,,48.6858239,6.1669167
,waste_basket,,,,,48.6858573,6.1684741
,waste_basket,,,,,48.6858858,6.1677844
,vending_machine,,,,,48.6858987,6.1684307
,bench,,,,,48.6859057,6.1677395
,vending_machine,,,,,48.686006,6.1674315
,waste_basket,,,,,48.6860956,6.1675227
,vending_machine,,,,,48.6886812,6.1675065
Durex,vending_machine,,,,,48.6888212,6.1676105
,vending_machine,,,,,48.6890249,6.1686585
,waste_basket,,,,,48.6886007,6.1641273
,waste_basket,,,,,48.689153,6.1617247
,bench,,,,,48.688503,6.164645
,bench,,,,,48.6886294,6.1646974
,waste_basket,,,,,48.6888158,6.1632589
,waste_basket,,,,,48.6889328,6.1632488
,vending_machine,,,,,48.6890235,6.1683668
,bench,,,,,48.6874336,6.1634967
,bench,,,,,48.6878736,6.164928
Banque Populaire,atm,,,,,48.6879574,6.1658329
,atm,,,,,48.6881454,6.165305
,waste_basket,,,,,48.6881572,6.1654839
,waste_basket,,,,,48.6872532,6.1698678
,waste_basket,,,,,48.6872769,6.1695891
,vending_machine,,,,,48.6872845,6.169603
,waste_basket,,,,,48.6881413,6.1658638
,waste_basket,,,,,48.6868717,6.1666406
,bicycle_parking,,,,,48.6868901,6.166862
,bench,,,,,48.6808392,6.1628637
,bench,,,,,48.688212,6.1595502
,bench,,,,,48.6791072,6.1706069
,bicycle_parking,,,,,48.6816083,6.1690621
,bench,,,,,48.681288,6.1695396
,waste_basket,,,,,48.6813641,6.169561
,waste_basket,,,,,48.6814748,6.1713229
,waste_basket,,,,,48.6814794,6.1712498
,bench,,,,,48.6815587,6.1711655
,waste_basket,,,,,48.6816059,6.1704877
,bench,,,,,48.6816068,6.1704207
,bench,,,,,48.6816525,6.1709694
,bench,,,,,48.6816865,6.1709664
,bench,,,,,48.681724,6.1709402
,bench,,,,,48.6817316,6.1706787
,bench,,,,,48.6817545,6.1707179
,bench,,,,,48.6817545,6.1708946
,bench,,,,,48.6817687,6.1707672
,bench,,,,,48.6817696,6.1708309
,bench,,,,,48.6818203,6.1710522
,waste_basket,,,,,48.6818408,6.1709367
,vending_machine,,,,,48.683497,6.17415
,vending_machine,,,,,48.6843225,6.1742547
,vending_machine,,,,,48.6843517,6.1760823
,vending_machine,,,,,48.6846584,6.1755936
,drinking_water,,,,,48.6914076,6.199091
,bicycle_parking,,,,,48.6919778,6.2013245
,bicycle_parking,,,,,48.692984,6.200145
,bench,,,,,48.6934814,6.198222
,bench,,,,,48.6935008,6.1981985
,bench,,,,,48.6935349,6.1981596
,bench,,,,,48.6935535,6.1981361
,bench,,,,,48.694004,6.1982383
,bench,,,,,48.6940287,6.1982839
,bench,,,,,48.6908942,6.1994156
,bench,,,,,48.691027,6.1992546
,bench,,,,,48.6910513,6.1994156
,bench,,,,,48.6909558,6.1995335
,bench,,,,,48.6909943,6.1992962
,bench,,,,,48.6911483,6.1995818
,bench,,,,,48.6911621,6.1992794
,bench,,,,,48.6911186,6.1991426
,bench,,,,,48.6910815,6.1993767
,bench,,,,,48.6912276,6.1994772
,bench,,,,,48.6912895,6.198926
,bench,,,,,48.6913971,6.1990561
,bench,,,,,48.6913166,6.1991506
,bench,,,,,48.691417,6.1987651
,bench,,,,,48.6914302,6.1990172
,bench,,,,,48.6915038,6.1989287
,bench,,,,,48.6914817,6.1991714
,bench,,,,,48.6915715,6.1990555
Pascal Vély,dentist,,,,,48.6782181,6.197693
,waste_basket,,,,,48.683252,6.1720116
,waste_basket,,,,,48.6833564,6.1733451
,charging_station,,,,,48.6892539,6.1727616
Mairie de Quartier Saint-Pierre,townhall,,,,,48.6821586,6.1917701
,bicycle_parking,,,,,48.6825423,6.1917125
,bicycle_parking,,,,,48.6829049,6.1906906
,vending_machine,,,,,48.6829868,6.1904881
,bicycle_parking,,,,,48.6830209,6.1905015
,vending_machine,,,,,48.6833999,6.1903066
,waste_basket,,,,,48.6767849,6.1993556
,vending_machine,,,,,48.6811502,6.1934838
,vending_machine,,,,,48.6812923,6.1932518
,vending_machine,,,,,48.681645,6.1926959
,bench,,,,,48.6820222,6.1714513
,bench,,,,,48.6826028,6.1714
,vending_machine,,,,,48.6832893,6.189986
,bicycle_parking,,,,,48.682788,6.190887
,vending_machine,,,,,48.6828978,6.1911855
,vending_machine,,,,,48.6833759,6.1904526
,bench,,,,,48.6840923,6.1891621
,bench,,,,,48.6841495,6.1933741
L'Olry,pub,,,,,48.6808144,6.1939696
,bench,,,,,48.6794893,6.1964465
,waste_basket,,,,,48.6773237,6.1987659
,waste_basket,,,,,48.679187,6.1965536
,waste_basket,,,,,48.6769107,6.1962297
Le Shalimar,restaurant,,,,,48.6867689,6.1853033
,vending_machine,,,,,48.6861876,6.1857798
,vending_machine,,,,,48.690907,6.1700236
,waste_basket,,,,,48.6865763,6.1606736
,vending_machine,,,,,48.6865773,6.1606727
,bench,,,,,48.6866059,6.160774
La Belle Mira,cafe,,,,,48.6906861,6.1727086
,waste_basket,,,,,48.6750989,6.1962528
,waste_basket,,,,,48.675225,6.1963254
,waste_basket,,,,,48.6752445,6.1964689
,waste_basket,,,,,48.6755521,6.1961042
,recycling,,,,,48.6758487,6.1956768
,bench,,,,,48.677643,6.1862227
,vending_machine,,,,,48.6723657,6.1938149
IAE Nancy School of Management - Campus Manufacture,university,,,,,48.6974692,6.1716556
Chez Xuân,restaurant,,,,,48.6864445,6.1843835
Le Petit Malouin,restaurant,,,,,48.6866017,6.1842671
PIX Pub,bar,,,,,48.6874295,6.1830492
Crêpes Street,restaurant,,,,,48.6871293,6.1836392
,waste_basket,,,,,48.6873382,6.1835211
,vending_machine,,,,,48.687359,6.1835043
Tombe de la Famille Kempf,,tomb,,,,48.6901669,6.1628249
Tombe de la Famille Finot,,tomb,,,,48.6890356,6.1655863
Tombe d'Émile Friant,,tomb,,,,48.690293,6.1646281
Tombe d'Auguste Desch,,tomb,,,,48.6893735,6.1660301
Tombe de Léon Charles Bénigne Vaillant,,tomb,,,,48.6886674,6.1663976
Tombe de Jean Prouvé et Claude Prouvé,,tomb,,,,48.691372,6.1640781
Tombeau Henry Gutton,,tomb,,,,48.6915269,6.1639495
Tombe de Charles Étienne,,tomb,,,,48.6899436,6.16496
Tombe de la famille Voirin,,tomb,,,,48.6899265,6.1652354
Tombe d'Antoine Corbin,,tomb,,,,48.6886567,6.1665354
Tombe de la Famille Blosse,,tomb,,,,48.6886733,6.1665856
Tombe de Lucien Weissenburger,,tomb,,,,48.6889216,6.1656796
Tombe de la famille Dautcourt,,tomb,,,,48.6896595,6.1648703
Tombe d'Émile Gallé,,tomb,,,,48.6914849,6.1620781
Tombe de Virginie Mauvais,,tomb,,,,48.6907147,6.1644396
Tombe de Louis Majorelle,,tomb,,,,48.6900332,6.1629194
,vending_machine,,,,,48.6763121,6.1902147
Buste d'Henri Loritz,,memorial,,,,48.6906988,6.1922635
Le Bouche à Oreilles,restaurant,,,,,48.6907323,6.1809904
Le P'tit Bouche,restaurant,,,,,48.6907847,6.1809519
,bicycle_parking,,,,,48.6905927,6.1812965
Le San Lorenzo,restaurant,,,,,48.6923409,6.1800699
Triptik,restaurant,,,,,48.6923125,6.179835
Mercure Nancy Centre Place Stanislas,,,hotel,,,48.6919815,6.1803323
Massimo Caffè,cafe,,,,,48.6925813,6.1799046
,vending_machine,,,,,48.692484,6.1799905
,waste_basket,,,,,48.6924849,6.1799936
Crédit Agricole,bank,,,,,48.6928581,6.1787373
Hôtel de l'Académie,,,hotel,,,48.6925948,6.1787368
Karrément Burger,fast_food,,,,,48.6927515,6.1788138
Underground Bar CLub,nightclub,,,,,48.6924729,6.1787816
Sépia Café,cafe,,,,,48.692521,6.1787885
,vending_machine,,,,,48.6925661,6.1787946
Crédit Agricole,atm,,,,,48.692803,6.1787768
,vending_machine,,,,,48.6928157,6.1781379
,bicycle_parking,,,,,48.693026,6.1783112
,waste_basket,,,,,48.6930307,6.1783627
,vending_machine,,,,,48.6933155,6.1785452
,bicycle_parking,,,,,48.6923465,6.174193
,bicycle_parking,,,,,48.6924168,6.1725433
,vending_machine,,,,,48.6924898,6.1739897
,vending_machine,,,,,48.6927191,6.1724562
,vending_machine,,,,,48.6935492,6.1719386
,waste_basket,,,,,48.6935838,6.1720756
,bicycle_parking,,,,,48.6937915,6.1744234
,vending_machine,,,,,48.6939332,6.174213
,bicycle_parking,,,,,48.6943743,6.1730985
,vending_machine,,,,,48.6944545,6.1729066
,vending_machine,,,,,48.6944627,6.175805
,vending_machine,,,,,48.6949289,6.1754723
,vending_machine,,,,,48.6951026,6.1737103
,vending_machine,,,,,48.6951194,6.1716984
,waste_basket,,,,,48.695216,6.1713291
,vending_machine,,,,,48.6955286,6.1731991
,vending_machine,,,,,48.6956912,6.1749276
,vending_machine,,,,,48.69051,6.1690335
ô cozy,restaurant,,,,,48.6885804,6.1818195
,vending_machine,,,,,48.6689933,6.1635024
,waste_basket,,,,,48.6689936,6.1635041
,vending_machine,,,,,48.6836316,6.1853113
,bench,,,,,48.6836504,6.1853354
,bench,,,,,48.6836789,6.1853682
,bench,,,,,48.6837176,6.1854117
,vending_machine,,,,,48.6837852,6.1763894
,bench,,,,,48.6765032,6.1913685
,recycling,,,,,48.6769751,6.1916086
,bench,,,,,48.6771189,6.1916044
,bench,,,,,48.6762084,6.1905357
,bicycle_parking,,,,,48.6816148,6.1872298
,waste_basket,,,,,48.6787081,6.1788068
,waste_basket,,,,,48.6805625,6.1783555
,vending_machine,,,,,48.6810032,6.1778836
Gare de Nancy,compressed_air,,,,,48.6897855,6.1751375
,bicycle_parking,,,,,48.685875,6.1741686
Les Restaurants du Cœur,social_facility,,,,,48.6797155,6.1908887
,waste_basket,,,,,48.6791932,6.1894562
,waste_basket,,,,,48.6792061,6.2049774
,waste_basket,,,,,48.6792476,6.2046877
Wildness,bar,,,sports_centre,,48.6810476,6.2044594
La Fabrique de Bières,restaurant,,,,,48.6954582,6.1947376
Sole Mio,restaurant,,,,,48.6973939,6.1956395
,vending_machine,,,,,48.6939122,6.1942949
,bench,,,,,48.6954205,6.1964069
,vending_machine,,,,,48.6974309,6.1957969
,vending_machine,,,,,48.6728324,6.1709707
,vending_machine,,,,,48.6730915,6.1693842
Chez Henri,restaurant,,,,,48.6902213,6.1851452
Le Foodies,fast_food,,,,,48.6895645,6.1854148
,vending_machine,,,,,48.6903042,6.1796379
Home Made Burger,fast_food,,,,,48.6846441,6.1790662
Tabarnak,restaurant,,,,,48.6846104,6.1789071
Shakespeare,bar,,,,,48.6846642,6.1791665
Chez Bébert,restaurant,,,,,48.69063,6.1801536
Mood Café,cafe,,,,,48.6905381,6.1819922
Au Grand Sérieux,bar,,,,,48.6897025,6.1820006
Verdure,fast_food,,,,,48.6900622,6.1817369
Pharmacie Naturabio,pharmacy,,,,,48.6900933,6.181459
,vending_machine,,,,,48.6938927,6.179023
,waste_disposal,,,,,48.6939726,6.1790086
,recycling,,,,,48.6939784,6.1790314
,bicycle_parking,,,,,48.6939887,6.1790663
Gaspard le Montagnard,fast_food,,,,,48.6970629,6.1792171
,bicycle_parking,,,,,48.6976578,6.1788125
,waste_disposal,,,,,48.6985287,6.1776951
,waste_disposal,,,,,48.6985458,6.1776734
,bicycle_parking,,,,,48.6985608,6.1776599
,bicycle_parking,,,,,48.6987795,6.177602
,vending_machine,,,,,48.6998429,6.1786103
,recycling,,,,,48.6998603,6.1785338
,recycling,,,,,48.6998628,6.1785655
,vending_machine,,,,,48.7006833,6.1821065
,vending_machine,,,,,48.7009777,6.183393
,vending_machine,,,,,48.7010056,6.1847975
,vending_machine,,,,,48.7012554,6.1840136
,vending_machine,,,,,48.7012995,6.1840203
,vending_machine,,,,,48.6944563,6.1917145
,vending_machine,,,,,48.6949918,6.1912489
,vending_machine,,,,,48.6963118,6.1896254
,recycling,,,,,48.6989009,6.1875392
,bench,,,,,48.6972114,6.1986146
Cabinet médical,doctors,,,,,48.6972356,6.1981656
,vending_machine,,,,,48.6859886,6.1899182
,vending_machine,,,,,48.6881158,6.1872617
L'Escapade,restaurant,,,,,48.6925506,6.1895363
,bicycle_parking,,,,,48.6748345,6.1698206
,bicycle_parking,,,,,48.6748911,6.1699936
Crédit coopératif,atm,,,,,48.6922229,6.1866685
,car_wash,,,,,48.6895282,6.1616594
,vending_machine,,,,,48.6906427,6.1545423
,vending_machine,,,,,48.6920424,6.148658
,vending_machine,,,,,48.6889647,6.1889913
,bench,,,,,48.6904582,6.191965
,bench,,,,,48.6905678,6.1920886
,bench,,,,,48.6906208,6.1921483
,bench,,,,,48.6906812,6.1922164
,bench,,,,,48.6907313,6.1922729
,bench,,,,,48.6907941,6.1923437
,bench,,,,,48.6908566,6.1924142
,bench,,,,,48.6895578,6.1908669
,clock,,,,,48.6907909,6.1928
,clock,,,,,48.6902461,6.1918542
,bench,,,,,48.689196,6.1897297
,bench,,,,,48.6896047,6.190803
,bench,,,,,48.6892896,6.1897019
,bench,,,,,48.6895887,6.190525
,bench,,,,,48.6893869,6.1896703
,bench,,,,,48.6895467,6.1904545
,bench,,,,,48.6894835,6.1896399
,bench,,,,,48.6895305,6.1906092
,bench,,,,,48.6898465,6.1902487
,bench,,,,,48.6894886,6.1905427
,bench,,,,,48.6898728,6.1902945
,bench,,,,,48.6892331,6.1907157
,bench,,,,,48.6892657,6.1907665
,bench,,,,,48.690297,6.1901845
,bench,,,,,48.690279,6.1901147
,bench,,,,,48.6900408,6.1907018
,drinking_water,,,,,48.6897591,6.1901275
,bench,,,,,48.6896342,6.1907612
,recycling,,,,,48.6895415,6.1920774
,vending_machine,,,,,48.6895826,6.1922499
,vending_machine,,,,,48.6895303,6.192073
,waste_basket,,,,,48.690082,6.191801
,waste_basket,,,,,48.6900411,6.1916163
,waste_basket,,,,,48.6899741,6.1917851
,vending_machine,,,,,48.6880397,6.1918533
,waste_basket,,,,,48.6884147,6.1918764
,bench,,,,,48.6891743,6.1909141
,bench,,,,,48.6891265,6.1908297
,waste_basket,,,,,48.6908012,6.1926777
,waste_basket,,,,,48.6907404,6.1927085
,bench,,,,,48.6907875,6.192684
,bench,,,,,48.6907552,6.1927021
,bench,,,,,48.6899376,6.190154
,bench,,,,,48.6899066,6.1901902
,bench,,,,,48.689078,6.1911347
,bench,,,,,48.6890784,6.1907491
,bench,,,,,48.689978,6.1900494
,bench,,,,,48.6900248,6.1899916
,vending_machine,,,,,48.6858942,6.1926655
,bench,,,,,48.6939498,6.2022851
,bench,,,,,48.6939672,6.2023575
,waste_basket,,,,,48.6939686,6.2023149
,bench,,,,,48.6959005,6.2058262
,bench,,,,,48.6960075,6.2059017
,vending_machine,,,,,48.6960939,6.2056131
,waste_basket,,,,,48.6960997,6.2056273
,charging_station,,,,,48.6946696,6.1964594
,vending_machine,,,,,48.6764911,6.1712144
,vending_machine,,,,,48.6698138,6.1681649
,,memorial,,,,48.6800478,6.1812321
,vending_machine,,,,,48.6929285,6.1756079
,waste_basket,,,,,48.6979626,6.1729678
,vending_machine,,,,,48.6980915,6.1731019
,vending_machine,,,,,48.7004545,6.1722829
,bicycle_parking,,,,,48.7008992,6.1719111
,recycling,,,,,48.7042196,6.1708731
,recycling,,,,,48.7042256,6.170852
,bench,,,,,48.7008155,6.1688708
,vending_machine,,,,,48.7009614,6.1751465
,vending_machine,,,,,48.7009727,6.1743905
,recycling,,,,,48.6972908,6.174012
,vending_machine,,,,,48.698362,6.1755094
,recycling,,,,,48.6984578,6.1764606
,recycling,,,,,48.698459,6.1764847
,recycling,,,,,48.7002442,6.1776789
,vending_machine,,,,,48.7002069,6.1769688
,vending_machine,,,,,48.7002992,6.1764842
,vending_machine,,,,,48.7002727,6.1778841
,vending_machine,,,,,48.7003993,6.1778542
Hervé Léonard,driving_school,,,,,48.7011125,6.1772785
,vending_machine,,,,,48.7009154,6.1773251
,bicycle_parking,,,,,48.7000898,6.1762422
,vending_machine,,,,,48.6984215,6.1761392
Soleil d'Ange,kindergarten,,,,,48.684241,6.1632003
Daniel Meyer,,memorial,,,,48.6807779,6.1708305
SG,atm,,,,,48.6772341,6.1988375
Société Générale,bank,,,,,48.6771892,6.1988096
Pizza Olto,fast_food,,,,,48.671196,6.1667495
Perroquet,fast_food,,,,,48.6922261,6.1686488
,bicycle_parking,,,,,48.6929833,6.1683494
,recycling,,,,,48.6931947,6.1647552
Le Verre Anis,fast_food,,,,,48.692333,6.1676326
,vending_machine,,,,,48.6918949,6.1663747
,recycling,,,,,48.6963709,6.1626261
,recycling,,,,,48.6979701,6.1650294
,recycling,,,,,48.697975,6.1650522
,bench,,,,,48.697924,6.1649282
,vending_machine,,,,,48.6979341,6.1640124
,vending_machine,,,,,48.7033515,6.1632539
,vending_machine,,,,,48.701903,6.1678689
,recycling,,,,,48.703021,6.1676724
,recycling,,,,,48.7030168,6.1676428
,recycling,,,,,48.6834876,6.1972885
,recycling,,,,,48.6834887,6.197259
,recycling,,,,,48.6834334,6.1972463
,recycling,,,,,48.6834383,6.1972744
,post_box,,,,,48.6821168,6.198454
